name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
WASP-92 b,1879,0.805 Jupiters,12.951,2016
WASP-93 b,1208,1.47 Jupiters,10.966,2016
WD 0806-661 b,63,7.5 Jupiters,13.855,2011
WD 1856+534 b,81,13.8 Jupiters,17.244,2020
XO-5 b,901,1.19 Jupiters,12.198,2008
YSES 2 b,357,6.3 Jupiters,10.885,2021
YZ Ceti b,12,0.75 Earths,12.074,2017
WASP-53 b,657,2.132 Jupiters,12.591,2017
WASP-66 b,1632,2.35 Jupiters,11.605,2012
WASP-80 b,162,0.538 Jupiters,11.841,2012
